@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
345,'2024/11/10 16:25:30:597',4,0.453464,0.464763,0.494463,0.472003,0.54447,0.479191,0.580872,0.481838,0.527437,0.559917,0.526259,0.415047,0.486573,0.633456,0.54279,0.638481,0.51935,0.632913,0.519267,0.639391,0.46,0.018696,0.796034
346,'2024/11/10 16:25:30:632',4,0.453626,0.464934,0.494588,0.472253,0.54453,0.479511,0.58092,0.482244,0.527446,0.559696,0.526393,0.415168,0.486572,0.633645,0.542792,0.638564,0.519362,0.632708,0.51926,0.639384,0.46,0.018696,0.796034
347,'2024/11/10 16:25:30:666',4,0.453415,0.464861,0.494534,0.472293,0.544753,0.479838,0.581266,0.482802,0.52747,0.559692,0.526571,0.415662,0.486335,0.634001,0.542557,0.639599,0.519161,0.633033,0.519031,0.63984,0.46,0.018696,0.796034
348,'2024/11/10 16:25:30:700',4,0.453721,0.464938,0.49478,0.472654,0.544605,0.480024,0.581007,0.482496,0.527742,0.56035,0.526623,0.415136,0.486215,0.634131,0.542753,0.639531,0.519329,0.633409,0.51916,0.64024,0.46,0.018696,0.796034
349,'2024/11/10 16:25:30:732',4,0.45387,0.464998,0.4948,0.472564,0.54445,0.479637,0.580761,0.481883,0.527696,0.560243,0.526441,0.415228,0.486365,0.634296,0.542719,0.639624,0.519371,0.633319,0.519217,0.640449,0.46,0.018696,0.796034
350,'2024/11/10 16:25:30:763',4,0.45392,0.464644,0.494813,0.472219,0.544577,0.479547,0.58089,0.482073,0.527528,0.559683,0.526606,0.414776,0.486369,0.634181,0.542355,0.639665,0.51915,0.632869,0.518971,0.640199,0.46,0.018696,0.796034
351,'2024/11/10 16:25:30:799',4,0.453947,0.464878,0.494792,0.472225,0.544768,0.479493,0.581231,0.482066,0.527195,0.559608,0.526498,0.415053,0.486672,0.63367,0.542193,0.639181,0.519033,0.632278,0.518863,0.639639,0.46,0.018696,0.796034
352,'2024/11/10 16:25:30:833',4,0.453523,0.465,0.494616,0.472408,0.544837,0.479694,0.581369,0.482231,0.527649,0.559912,0.526509,0.415003,0.486208,0.633831,0.542785,0.639321,0.519295,0.63272,0.519139,0.639877,0.46,0.018696,0.796034
353,'2024/11/10 16:25:30:866',4,0.453693,0.464935,0.49471,0.4722,0.544719,0.479317,0.581142,0.481814,0.527674,0.559363,0.526543,0.414923,0.486413,0.63402,0.542632,0.639021,0.519365,0.632314,0.519207,0.639665,0.46,0.018696,0.796034
354,'2024/11/10 16:25:30:899',4,0.453727,0.464747,0.494723,0.472071,0.544545,0.479215,0.580935,0.48165,0.527702,0.559263,0.526443,0.414751,0.48648,0.634145,0.542868,0.639229,0.519472,0.63255,0.519329,0.639852,0.46,0.018696,0.796034
355,'2024/11/10 16:25:30:931',4,0.453593,0.464401,0.494686,0.471776,0.544729,0.479222,0.581127,0.481937,0.527819,0.55952,0.526688,0.414525,0.486464,0.633816,0.542666,0.639306,0.519387,0.632552,0.519218,0.639489,0.46,0.018696,0.796034
356,'2024/11/10 16:25:30:965',4,0.453546,0.464418,0.494629,0.471873,0.544704,0.47929,0.581222,0.482035,0.527368,0.559713,0.526593,0.414556,0.485918,0.633722,0.54251,0.639417,0.518952,0.632845,0.518783,0.639704,0.46,0.018696,0.796034
357,'2024/11/10 16:25:30:999',4,0.453555,0.464208,0.494688,0.471696,0.544897,0.478941,0.581455,0.481467,0.527495,0.558947,0.526718,0.415114,0.485744,0.633497,0.542406,0.639237,0.518887,0.632613,0.518699,0.639496,0.46,0.018696,0.796034
358,'2024/11/10 16:25:31:032',4,0.453479,0.464426,0.494488,0.471832,0.544472,0.479004,0.580956,0.481478,0.527126,0.559731,0.526275,0.414535,0.48556,0.633733,0.542796,0.639396,0.518848,0.633278,0.518718,0.63983,0.46,0.018696,0.796034
359,'2024/11/10 16:25:31:065',4,0.453746,0.464672,0.494543,0.471965,0.544162,0.478944,0.580492,0.481334,0.526899,0.559367,0.526127,0.41488,0.485641,0.633291,0.542599,0.638729,0.518703,0.63269,0.51865,0.638682,0.46,0.018696,0.796034
360,'2024/11/10 16:25:31:099',4,0.453927,0.464678,0.494662,0.471905,0.544285,0.478838,0.580574,0.481228,0.526873,0.559746,0.526312,0.414858,0.485643,0.633096,0.542515,0.638614,0.518615,0.632976,0.518562,0.638531,0.46,0.018696,0.796034
361,'2024/11/10 16:25:31:131',4,0.454082,0.46449,0.49478,0.471604,0.544397,0.478452,0.580689,0.480788,0.52694,0.559555,0.526326,0.415043,0.485776,0.633329,0.542675,0.638592,0.51875,0.633024,0.518686,0.638738,0.46,0.018696,0.796034
362,'2024/11/10 16:25:31:166',4,0.4539,0.464651,0.494624,0.471706,0.54419,0.478297,0.580479,0.480367,0.526895,0.55968,0.526085,0.415247,0.485787,0.633774,0.542448,0.63877,0.5187,0.63328,0.518623,0.638975,0.46,0.018696,0.796034
363,'2024/11/10 16:25:31:199',4,0.454206,0.464636,0.494712,0.471919,0.543954,0.478644,0.58017,0.480654,0.526599,0.560206,0.526047,0.415812,0.485669,0.633674,0.54253,0.638975,0.518507,0.633477,0.518508,0.638588,0.46,0.018696,0.796034
364,'2024/11/10 16:25:31:232',4,0.454079,0.465252,0.494672,0.472404,0.544125,0.478857,0.580524,0.480624,0.526513,0.560168,0.525937,0.416326,0.48565,0.63374,0.542527,0.638959,0.518483,0.633281,0.518449,0.638985,0.46,0.018696,0.796034
365,'2024/11/10 16:25:31:263',4,0.453627,0.465158,0.494427,0.472369,0.544304,0.479187,0.5809,0.481386,0.526465,0.559794,0.525946,0.415855,0.485766,0.633912,0.542651,0.639075,0.518596,0.633564,0.518546,0.639409,0.46,0.018696,0.796034
366,'2024/11/10 16:25:31:299',4,0.453533,0.464969,0.49449,0.472292,0.544358,0.479299,0.58094,0.481671,0.526974,0.559811,0.526133,0.415867,0.485919,0.634369,0.542784,0.639362,0.518947,0.63353,0.518887,0.639986,0.46,0.018696,0.796034
367,'2024/11/10 16:25:35:161',5,0.452962,0.434769,0.494287,0.43496,0.54604,0.440456,0.582271,0.446739,0.529634,0.483106,0.525222,0.371206,0.478144,0.603512,0.551611,0.609945,0.521211,0.567431,0.517252,0.660201,0.46,0.13,0.796034
368,'2024/11/10 16:25:35:198',5,0.452159,0.431699,0.493913,0.432503,0.546597,0.438562,0.583228,0.444841,0.529732,0.475491,0.525578,0.367081,0.476249,0.597945,0.552526,0.605284,0.521021,0.560004,0.51702,0.657804,0.46,0.13,0.796034
369,'2024/11/10 16:25:35:230',5,0.451029,0.431091,0.492481,0.430706,0.544645,0.436411,0.580847,0.443305,0.528925,0.47597,0.523195,0.366606,0.477805,0.59957,0.551992,0.605455,0.521261,0.561006,0.517212,0.658711,0.46,0.13,0.796034
370,'2024/11/10 16:25:35:262',5,0.450788,0.430427,0.492152,0.429846,0.544439,0.435675,0.580863,0.442782,0.528019,0.472656,0.5229,0.366231,0.477276,0.59779,0.551728,0.603131,0.520597,0.558311,0.516891,0.653669,0.46,0.13,0.796034
371,'2024/11/10 16:25:35:297',5,0.450369,0.430463,0.491518,0.429541,0.544037,0.435174,0.580218,0.442363,0.527923,0.471647,0.522078,0.366344,0.478013,0.598945,0.551098,0.603618,0.52076,0.558223,0.517041,0.655304,0.46,0.13,0.796034
372,'2024/11/10 16:25:35:331',5,0.450047,0.429976,0.491203,0.42907,0.543618,0.434407,0.579698,0.441252,0.528189,0.468732,0.521729,0.364304,0.478548,0.597146,0.551225,0.600893,0.521175,0.555055,0.517673,0.651817,0.46,0.13,0.796034
373,'2024/11/10 16:25:35:364',5,0.44947,0.429668,0.490477,0.427895,0.542828,0.433269,0.578758,0.441029,0.526901,0.467132,0.52087,0.363205,0.476812,0.595943,0.54976,0.600774,0.51962,0.553382,0.515936,0.65254,0.46,0.13,0.796034
374,'2024/11/10 16:25:35:398',5,0.449546,0.430093,0.490379,0.428172,0.542428,0.433103,0.578439,0.440488,0.52638,0.468334,0.520743,0.362384,0.47605,0.594434,0.548775,0.599942,0.518772,0.554044,0.514966,0.651268,0.46,0.13,0.796034
375,'2024/11/10 16:25:35:431',5,0.449097,0.430666,0.490087,0.428475,0.54224,0.432775,0.578457,0.43964,0.525917,0.470251,0.520369,0.362529,0.475719,0.595278,0.548317,0.600144,0.518381,0.554496,0.514632,0.654665,0.46,0.13,0.796034
376,'2024/11/10 16:25:35:464',5,0.449177,0.432262,0.490084,0.429398,0.541896,0.432874,0.577899,0.439328,0.526248,0.471179,0.519653,0.363552,0.477041,0.593999,0.551002,0.597977,0.519787,0.555553,0.516567,0.648408,0.46,0.13,0.796034
377,'2024/11/10 16:25:35:496',5,0.449995,0.433073,0.490681,0.430273,0.542735,0.433027,0.578505,0.438174,0.52773,0.472821,0.520015,0.364455,0.48185,0.597387,0.551237,0.598237,0.522075,0.560634,0.520218,0.641858,0.46,0.13,0.796034
378,'2024/11/10 16:25:35:529',5,0.450354,0.4323,0.489985,0.429621,0.541213,0.432004,0.57617,0.436728,0.527607,0.473259,0.518637,0.364858,0.48817,0.59163,0.547834,0.590335,0.523278,0.560577,0.522243,0.617167,0.46,0.13,0.796034
379,'2024/11/10 16:25:35:562',5,0.451562,0.43152,0.490394,0.427845,0.54135,0.430087,0.576144,0.435518,0.527434,0.474888,0.518838,0.363542,0.492002,0.585723,0.547384,0.583108,0.524334,0.557985,0.523988,0.599837,0.46,0.13,0.796034
380,'2024/11/10 16:25:35:595',5,0.452513,0.431205,0.490971,0.427897,0.54166,0.430405,0.576435,0.436242,0.526738,0.473849,0.518995,0.362695,0.491793,0.579383,0.547109,0.579222,0.523611,0.554402,0.523387,0.588461,0.46,0.13,0.796034
381,'2024/11/10 16:25:35:629',5,0.451245,0.433105,0.489897,0.429425,0.541149,0.43155,0.575933,0.437035,0.526779,0.472991,0.517854,0.360587,0.493724,0.57865,0.54635,0.577833,0.524181,0.553719,0.523969,0.582143,0.46,0.13,0.796034
382,'2024/11/10 16:25:35:662',5,0.452732,0.43344,0.491226,0.429407,0.541786,0.431976,0.576081,0.438685,0.527531,0.474602,0.519563,0.360927,0.494585,0.578529,0.54634,0.5792,0.524329,0.557848,0.524198,0.574269,0.46,0.13,0.796034
383,'2024/11/10 16:25:35:696',5,0.453409,0.432741,0.491685,0.429384,0.542035,0.432411,0.576145,0.439118,0.527921,0.473853,0.520087,0.361157,0.496049,0.575316,0.546871,0.575907,0.525126,0.555916,0.525067,0.567631,0.46,0.13,0.796034
384,'2024/11/10 16:25:35:729',5,0.453763,0.431937,0.492096,0.428335,0.542848,0.43182,0.576916,0.43938,0.528146,0.473352,0.520912,0.361821,0.495599,0.57592,0.54629,0.575836,0.524899,0.555799,0.524724,0.569539,0.46,0.13,0.796034
385,'2024/11/10 16:25:35:763',5,0.453816,0.43274,0.491979,0.429831,0.542313,0.433229,0.576453,0.440116,0.527592,0.475583,0.520323,0.361839,0.496344,0.575197,0.546195,0.575996,0.524854,0.5557,0.524773,0.568976,0.46,0.13,0.796034
386,'2024/11/10 16:25:35:797',5,0.454063,0.432351,0.492165,0.429505,0.542647,0.433533,0.576652,0.441147,0.527784,0.475225,0.520706,0.363363,0.495516,0.574604,0.546147,0.576245,0.524663,0.555357,0.524441,0.570697,0.46,0.13,0.796034
387,'2024/11/10 16:25:35:830',5,0.453438,0.432511,0.491853,0.430397,0.542523,0.434236,0.576853,0.440888,0.52745,0.477575,0.520417,0.363459,0.49489,0.574726,0.546071,0.576561,0.524266,0.556734,0.524091,0.570905,0.46,0.13,0.796034
388,'2024/11/10 16:25:35:863',5,0.45366,0.433051,0.491816,0.430391,0.542319,0.434011,0.576438,0.440921,0.527118,0.477338,0.520203,0.363771,0.494024,0.57421,0.54531,0.576513,0.52361,0.555036,0.523309,0.573863,0.46,0.13,0.796034
389,'2024/11/10 16:25:35:896',5,0.453674,0.433303,0.491962,0.431171,0.542596,0.434939,0.576915,0.441642,0.527036,0.478021,0.52055,0.364675,0.494098,0.574595,0.545113,0.577066,0.523485,0.555442,0.523191,0.573344,0.46,0.13,0.796034
390,'2024/11/10 16:25:35:929',5,0.453433,0.433845,0.491879,0.431626,0.542697,0.435133,0.577205,0.441387,0.527144,0.478553,0.52039,0.365187,0.49508,0.576503,0.545056,0.57803,0.523947,0.556004,0.523592,0.576725,0.46,0.13,0.796034
391,'2024/11/10 16:25:35:964',5,0.452981,0.435426,0.491723,0.432064,0.542441,0.434709,0.576902,0.440434,0.528446,0.479679,0.519962,0.364822,0.497217,0.579426,0.546563,0.578776,0.525856,0.559016,0.52563,0.576578,0.46,0.13,0.796034
392,'2024/11/10 16:25:35:997',5,0.453306,0.436353,0.492027,0.432127,0.542537,0.434892,0.576856,0.441538,0.529127,0.481068,0.51978,0.365004,0.498512,0.588357,0.548065,0.586662,0.527279,0.564929,0.527017,0.59037,0.46,0.13,0.796034
393,'2024/11/10 16:25:36:030',5,0.453991,0.435799,0.492718,0.431984,0.542189,0.434095,0.576923,0.439423,0.527906,0.482352,0.51971,0.366316,0.493745,0.593544,0.54947,0.590797,0.525685,0.567595,0.525129,0.603394,0.46,0.13,0.796034
394,'2024/11/10 16:25:36:062',5,0.454513,0.435679,0.493764,0.433509,0.54302,0.436317,0.578537,0.441132,0.526707,0.485165,0.52133,0.367675,0.48568,0.59872,0.550857,0.597394,0.522668,0.564677,0.521821,0.639653,0.46,0.13,0.796034
395,'2024/11/10 16:25:36:095',5,0.453221,0.435267,0.49353,0.433885,0.543808,0.437677,0.579336,0.443363,0.5284,0.489482,0.523103,0.369896,0.482316,0.599612,0.549584,0.599883,0.521901,0.568137,0.520292,0.645799,0.46,0.13,0.796034
396,'2024/11/10 16:25:36:129',5,0.452544,0.436228,0.492829,0.43521,0.543675,0.439391,0.579752,0.445386,0.526261,0.4902,0.522374,0.372685,0.480745,0.601244,0.547807,0.603497,0.519687,0.570424,0.517662,0.646289,0.46,0.13,0.796034
397,'2024/11/10 16:25:36:163',5,0.452063,0.436716,0.492302,0.435792,0.543324,0.44001,0.5793,0.44581,0.526329,0.493332,0.521666,0.373141,0.482086,0.60336,0.548327,0.605591,0.520305,0.575271,0.518452,0.642197,0.46,0.13,0.796034
398,'2024/11/10 16:25:36:197',5,0.452274,0.437039,0.49257,0.435448,0.5434,0.439468,0.579326,0.445567,0.526462,0.491043,0.521754,0.373147,0.480949,0.602148,0.548207,0.6039,0.519918,0.572631,0.517877,0.645059,0.46,0.13,0.796034
399,'2024/11/10 16:25:36:230',5,0.452091,0.437731,0.49226,0.435927,0.543034,0.439682,0.578954,0.445674,0.526302,0.489854,0.521388,0.373045,0.480881,0.599882,0.549323,0.601593,0.520233,0.571494,0.51832,0.643047,0.46,0.13,0.796034
400,'2024/11/10 16:25:36:265',5,0.452173,0.437241,0.492642,0.436177,0.543655,0.43997,0.58007,0.445101,0.526053,0.489476,0.521821,0.373531,0.479666,0.599887,0.549703,0.602927,0.519688,0.570785,0.517649,0.647359,0.46,0.13,0.796034
401,'2024/11/10 16:25:36:296',5,0.453141,0.437434,0.493652,0.436434,0.544452,0.440578,0.580731,0.446115,0.526748,0.491408,0.52298,0.374074,0.477999,0.600667,0.550837,0.604745,0.519678,0.571206,0.517464,0.654352,0.46,0.13,0.796034
402,'2024/11/10 16:25:36:330',5,0.45198,0.437421,0.492865,0.436829,0.544655,0.441507,0.581105,0.447497,0.527068,0.492348,0.523015,0.373366,0.478264,0.602344,0.550816,0.607442,0.519732,0.57441,0.517522,0.653425,0.46,0.13,0.796034
403,'2024/11/10 16:25:36:362',5,0.452508,0.437,0.492898,0.436418,0.544246,0.441378,0.580418,0.447686,0.526032,0.491422,0.522828,0.374468,0.477378,0.601472,0.549748,0.608128,0.51851,0.573316,0.515914,0.652008,0.46,0.13,0.796034
404,'2024/11/10 16:25:36:396',5,0.452325,0.435908,0.49297,0.435843,0.544091,0.440951,0.580152,0.446966,0.526823,0.491053,0.523349,0.373987,0.477595,0.603024,0.54831,0.609846,0.518475,0.573415,0.515534,0.657886,0.46,0.13,0.796034
405,'2024/11/10 16:25:36:430',5,0.453068,0.434712,0.494079,0.434827,0.545463,0.440484,0.581663,0.446939,0.527831,0.488289,0.525014,0.373796,0.476584,0.601927,0.550141,0.609211,0.518995,0.571634,0.515711,0.659055,0.46,0.13,0.796034
406,'2024/11/10 16:25:36:463',5,0.454217,0.433472,0.494873,0.432693,0.545487,0.438265,0.580879,0.445539,0.529003,0.485629,0.525678,0.372747,0.477042,0.602841,0.549316,0.611123,0.519293,0.57155,0.515584,0.660534,0.46,0.13,0.796034
407,'2024/11/10 16:25:36:498',5,0.454202,0.430694,0.494678,0.430828,0.544789,0.437179,0.580086,0.444567,0.52828,0.48444,0.525478,0.372045,0.476365,0.59893,0.549335,0.60816,0.518667,0.568985,0.514901,0.65544,0.46,0.13,0.796034
408,'2024/11/10 16:25:36:530',5,0.454986,0.428635,0.495449,0.429538,0.546378,0.43626,0.581967,0.4433,0.529522,0.477556,0.526207,0.37079,0.477753,0.592729,0.552596,0.602265,0.520774,0.561891,0.516902,0.645493,0.46,0.13,0.796034
409,'2024/11/10 16:25:36:562',5,0.455641,0.427171,0.496132,0.427855,0.547205,0.434274,0.582555,0.441152,0.531498,0.475765,0.526681,0.370847,0.479306,0.591054,0.553601,0.59935,0.522607,0.561005,0.51905,0.639306,0.46,0.13,0.796034
410,'2024/11/10 16:25:36:596',5,0.456226,0.426642,0.496579,0.427127,0.546997,0.433416,0.581606,0.440698,0.532893,0.477268,0.527147,0.368848,0.478702,0.58594,0.553445,0.59532,0.523147,0.560714,0.51993,0.630476,0.46,0.13,0.796034
411,'2024/11/10 16:25:36:628',5,0.457154,0.425209,0.49699,0.425826,0.547002,0.432108,0.58211,0.43925,0.531069,0.474488,0.527118,0.368988,0.477666,0.58191,0.552981,0.590932,0.521759,0.556667,0.51883,0.624545,0.46,0.13,0.796034
412,'2024/11/10 16:25:36:662',5,0.455837,0.42326,0.49621,0.42418,0.547011,0.43062,0.582296,0.438066,0.531756,0.473907,0.526759,0.368322,0.477595,0.576847,0.555273,0.585037,0.522986,0.554914,0.520688,0.611876,0.46,0.13,0.796034
413,'2024/11/10 16:25:36:697',5,0.457415,0.422263,0.49747,0.423668,0.548048,0.430904,0.582796,0.438952,0.532804,0.476572,0.52811,0.369116,0.478835,0.573984,0.555176,0.583983,0.523503,0.554696,0.521404,0.607413,0.46,0.13,0.796034
414,'2024/11/10 16:25:36:730',5,0.456913,0.421962,0.496614,0.423457,0.547157,0.430679,0.582004,0.43863,0.530928,0.477983,0.526885,0.369503,0.478742,0.574041,0.554323,0.583468,0.522456,0.55652,0.52043,0.604391,0.46,0.13,0.796034
415,'2024/11/10 16:25:36:763',5,0.458105,0.422205,0.49762,0.424016,0.547435,0.431248,0.582025,0.439018,0.531301,0.477465,0.527545,0.370275,0.478575,0.57236,0.554782,0.581687,0.522845,0.552529,0.520308,0.60844,0.46,0.13,0.796034
416,'2024/11/10 16:25:36:796',5,0.458152,0.422403,0.498181,0.424491,0.548302,0.431871,0.582841,0.439604,0.533445,0.476625,0.528549,0.371472,0.479143,0.572123,0.555677,0.581849,0.524293,0.552101,0.521683,0.608684,0.46,0.13,0.796034
417,'2024/11/10 16:25:36:829',5,0.458641,0.422705,0.498637,0.425066,0.548404,0.432091,0.58272,0.439055,0.534336,0.477356,0.528958,0.372836,0.478522,0.571031,0.556432,0.581015,0.524712,0.551807,0.522047,0.608208,0.46,0.13,0.796034
418,'2024/11/10 16:25:36:861',5,0.459044,0.422211,0.49892,0.424629,0.548602,0.431633,0.582763,0.438448,0.534428,0.476339,0.529184,0.372904,0.478136,0.569289,0.557313,0.579274,0.52486,0.550459,0.522283,0.606784,0.46,0.13,0.796034
419,'2024/11/10 16:25:36:896',5,0.459619,0.421913,0.499487,0.424326,0.549292,0.430908,0.58368,0.437352,0.534321,0.477078,0.529721,0.37382,0.477774,0.567151,0.557871,0.577312,0.524732,0.550099,0.522164,0.605555,0.46,0.13,0.796034
420,'2024/11/10 16:25:36:928',5,0.460172,0.422339,0.499851,0.424782,0.549181,0.431653,0.5833,0.43848,0.534783,0.475716,0.530039,0.374712,0.478202,0.56591,0.558362,0.575451,0.525254,0.548114,0.522861,0.603165,0.46,0.13,0.796034
421,'2024/11/10 16:25:36:964',5,0.460247,0.422187,0.500057,0.425383,0.549407,0.432307,0.583441,0.438485,0.534874,0.478826,0.530391,0.376847,0.478587,0.566478,0.557736,0.576773,0.525006,0.551683,0.522691,0.602189,0.46,0.13,0.796034
422,'2024/11/10 16:25:36:997',5,0.460234,0.421512,0.5003,0.424862,0.54986,0.432525,0.583856,0.439473,0.535871,0.47951,0.531101,0.377366,0.478828,0.567123,0.558127,0.577541,0.525676,0.551638,0.5233,0.604875,0.46,0.13,0.796034
423,'2024/11/10 16:25:37:030',5,0.460825,0.421782,0.500745,0.425693,0.550105,0.43321,0.584189,0.439545,0.535811,0.481569,0.531341,0.378662,0.479027,0.567657,0.557573,0.578434,0.525562,0.552235,0.522935,0.606742,0.46,0.13,0.796034
424,'2024/11/10 16:25:37:062',5,0.461542,0.422163,0.50156,0.426101,0.550647,0.433476,0.584507,0.439556,0.537077,0.482146,0.53221,0.379962,0.478329,0.567489,0.559198,0.578198,0.526355,0.552472,0.523653,0.609487,0.46,0.13,0.796034
425,'2024/11/10 16:25:37:096',5,0.461438,0.423509,0.501356,0.427225,0.550642,0.434194,0.584547,0.439641,0.536896,0.485892,0.531811,0.381221,0.479379,0.5682,0.559896,0.577943,0.526884,0.553909,0.524326,0.609444,0.46,0.13,0.796034
426,'2024/11/10 16:25:37:130',5,0.46229,0.424303,0.501746,0.427756,0.550527,0.43456,0.584018,0.44027,0.53665,0.48854,0.531962,0.381507,0.480629,0.569583,0.558392,0.579878,0.52651,0.557552,0.524429,0.60552,0.46,0.13,0.796034
427,'2024/11/10 16:25:37:163',5,0.460196,0.430944,0.500364,0.433386,0.55003,0.439174,0.5844,0.444352,0.536393,0.490989,0.530397,0.380051,0.485339,0.576991,0.557213,0.585768,0.527716,0.563228,0.526098,0.605524,0.46,0.13,0.796034
428,'2024/11/10 16:25:37:197',5,0.45968,0.437284,0.49969,0.439006,0.548781,0.444584,0.583328,0.450072,0.535484,0.494212,0.52878,0.378267,0.489817,0.588781,0.554458,0.59605,0.528125,0.573486,0.526996,0.610545,0.46,0.13,0.796034
429,'2024/11/10 16:25:37:228',5,0.459283,0.437773,0.499536,0.439653,0.549055,0.444434,0.583881,0.448343,0.535664,0.501414,0.528636,0.379873,0.492547,0.601463,0.552073,0.605696,0.528645,0.580867,0.527211,0.630905,0.46,0.13,0.796034
430,'2024/11/10 16:25:37:264',5,0.460044,0.438071,0.500392,0.440085,0.549551,0.444634,0.584689,0.447767,0.535745,0.505677,0.529208,0.379894,0.497116,0.609269,0.551893,0.608965,0.530283,0.584734,0.5289,0.638733,0.46,0.13,0.796034
431,'2024/11/10 16:25:37:296',5,0.460148,0.443642,0.500503,0.44318,0.551941,0.446335,0.58621,0.449823,0.538042,0.504059,0.530423,0.379848,0.497615,0.613508,0.55483,0.611694,0.532214,0.585042,0.530795,0.647816,0.46,0.13,0.796034
432,'2024/11/10 16:25:37:329',5,0.461544,0.448458,0.501017,0.446222,0.551134,0.448734,0.584704,0.453244,0.537551,0.506429,0.53035,0.381147,0.497303,0.613836,0.554503,0.612201,0.531664,0.582358,0.530462,0.653118,0.46,0.13,0.796034
433,'2024/11/10 16:25:37:363',5,0.460529,0.448202,0.500138,0.446227,0.550225,0.448413,0.584089,0.452306,0.536828,0.506678,0.529388,0.379687,0.498917,0.615874,0.553165,0.612585,0.531583,0.586106,0.530768,0.648773,0.46,0.13,0.796034
434,'2024/11/10 16:25:37:395',5,0.460364,0.449136,0.499968,0.446066,0.551199,0.448369,0.585489,0.453404,0.536259,0.505112,0.529259,0.380902,0.498908,0.61538,0.55452,0.611951,0.531726,0.585445,0.531087,0.646781,0.46,0.13,0.796034
435,'2024/11/10 16:25:37:430',5,0.458816,0.445461,0.499245,0.444378,0.551008,0.447084,0.585639,0.450849,0.536491,0.508301,0.529551,0.380047,0.498847,0.61718,0.553925,0.612796,0.531769,0.586931,0.531074,0.651618,0.46,0.13,0.796034
436,'2024/11/10 16:25:37:462',5,0.459658,0.444364,0.49966,0.444005,0.549947,0.447673,0.584134,0.45211,0.535999,0.510275,0.529742,0.38147,0.497251,0.61577,0.551441,0.614104,0.530077,0.589753,0.529107,0.646979,0.46,0.13,0.796034
437,'2024/11/10 16:25:37:496',5,0.458464,0.444141,0.498684,0.443897,0.549734,0.447949,0.584484,0.452789,0.534748,0.508792,0.528829,0.380841,0.498989,0.614826,0.550113,0.613053,0.529743,0.5907,0.528827,0.637642,0.46,0.13,0.796034
438,'2024/11/10 16:25:37:529',5,0.458706,0.44492,0.49879,0.445439,0.549278,0.449683,0.584084,0.453822,0.534447,0.510012,0.5283,0.381136,0.498003,0.614153,0.551655,0.612452,0.529877,0.587971,0.528801,0.641348,0.46,0.13,0.796034
439,'2024/11/10 16:25:37:563',5,0.459153,0.444057,0.498927,0.444727,0.548708,0.449098,0.583451,0.453367,0.533783,0.510981,0.528444,0.381159,0.498376,0.612955,0.550031,0.61136,0.529102,0.59005,0.528133,0.634326,0.46,0.13,0.796034
